sample_id,vol_input,ACTB,CAPN6,HSD3B1,PSG7,S100A8,PKHD1L1,TBC1D15,RGS18,HAL,BPI,KRT8,CD180,OAZ1,CGA,HSPB8,VGLL1,S100A9,APLF,DGCR14,AVPR1A,ITIH2,CD24,MPO,ENAH,GAPDH,CGB,LGALS14,ANXA3,S100P,CPVL,DAPP1,TFIP11,KNG1,CEACAM6,NFATC1,SAMD9,CYP3A7,CSH1,PAPPA,CAMP,RAB27B,MMD,MOB1B,VCAN,OTC,CEACAM8,NFATC2,DCX ,FSTL3,CSH2,PLAC1,DEFA4,RAP1GAP,KLF9,PPBP,FABP1,SERPINA7,DEFA3,CNOT7,FRZB,SLC2A2,CSHL1,PLAC4,LTF,FAM212B-AS1,P2RY12,RPL23AP7,FGA,SLC4A1,ELANE,CD2,GNAZ,ADAM12,GH2,PSG1,MMP8,LYPLAL1,RAB11A,MAP3K7CL,FGB,ARG1,HMGB3,CD5,MEF2C,ALPP,HSD17B1,PSG4,PGLYRP1,FRMD4B,CLCN3,POLE2,SLC38A4,EPB42,HMGN2,CD160,PTGER3
NTC31,1ul,999,999,999,999,15.69833571,999,26.24184751,29.89302083,999,999,999,999,999,999,999,36.19519613,999,999,999,999,999,999,37.40602998,999,999,999,999,999,999,16.15983277,999,999,21.1540951,28.80486339,999,999,999,42.34707521,999,21.95485954,999,999,21.35620848,26.68293161,999,42.97554519,999,999,999,32.09071787,999,999,999,999,999,999,999,999,999,22.38599449,999,19.69977623,32.56590918,999,999,39.43398345,31.1140793,999,999,999,20.649323,999,999,999,999,999,999,37.90098492,999,21.10484777,999,999,999,999,999,999,999,24.54564195,999,23.62905224,23.87034379,999,999,999,999,999
NTC32,1ul,999,999,999,999,15.49268547,999,24.70251062,999,999,999,999,999,999,999,999,43.13983685,999,999,999,38.89428518,999,999,999,999,999,999,999,999,37.5513286,15.48245637,999,999,17.91301273,999,999,999,999,999,999,999,999,999,19.50619091,999,999,34.85184685,999,41.26385667,23.93355133,20.60125394,999,999,999,999,999,999,999,33.4929307,999,999,999,17.76790622,29.89321745,22.84252395,999,27.0618701,34.68449657,39.37658396,999,999,999,999,999,999,999,999,999,37.11421055,42.16056738,999,999,999,999,999,999,999,999,23.150877,42.38879087,999,23.95237623,999,999,999,999,38.06740113
NTC33,1ul,18.14769954,27.74867146,25.0104347,24.77065228,14.46058352,25.6029174,24.27047829,17.95327128,999,22.38808269,22.14961904,999,19.422417,21.04232787,999,999,15.75199976,22.43619324,25.28993537,26.66128924,999,26.07979776,20.24132141,25.91177244,18.649602,27.32244246,24.00680108,999,21.25117804,15.77305331,21.49088887,27.98783921,20.72697036,26.28826108,999,26.76321155,999,21.09195745,999,21.99500184,20.74468262,20.86746946,19.6011135,999,999,25.75983365,25.36603801,999,41.26530048,21.28418134,999,21.33035561,27.2077926,999,13.921257,999,999,15.99903975,24.24577244,999,999,19.14304409,21.97817632,25.680896,27.24396564,22.29646585,22.85036828,999,26.31169424,999,25.39981908,23.49858429,999,26.0883252,24.62161994,24.71654652,21.3982428,19.87531841,19.68028875,20.49025085,24.63482607,25.10364871,999,999,999,25.95179158,999,21.48127238,23.38095904,21.55140667,23.48284994,999,999,999,999,999
NTC34,1ul,999,999,999,42.36762516,15.85828094,999,25.72196801,31.25129983,999,999,999,999,999,999,999,999,999,999,999,34.98239735,999,999,999,999,22.45866805,999,999,999,30.45841104,16.74420001,999,999,20.42418066,26.40526871,999,999,999,999,999,21.82105339,999,999,21.41445226,999,999,999,999,999,29.66390499,21.24223156,999,999,999,999,999,38.85344528,32.64663079,999,999,999,999,22.16431196,34.44704614,999,38.02188805,999,29.94434699,35.15487404,999,999,26.95010442,27.70374478,999,999,999,999,24.96772479,28.53149335,999,999,999,999,999,999,999,999,999,24.99453083,999,999,25.3576986,999,999,999,999,999
NTC35,1ul,21.61390796,999,999,999,15.50894253,999,26.08684938,42.59704045,999,999,999,999,999,999,999,999,19.28349846,999,999,999,999,999,999,999,19.7540915,999,999,999,37.46586317,15.73037578,999,999,19.62211949,999,999,999,999,999,999,999,999,999,19.1072123,999,999,999,999,999,24.94096771,20.67035762,999,999,999,999,999,999,33.3474697,999,999,999,999,19.66313572,27.88066388,999,999,999,31.6500125,37.40639568,999,999,999,25.86077751,21.17553005,999,999,999,999,999,999,999,999,22.79402352,21.95466991,43.77644257,999,999,999,23.97602576,42.98202054,999,23.91410962,999,999,999,999,999
NTC36,1ul,999,999,999,37.6784636,15.45421346,999,24.56719935,36.63095359,999,999,999,999,999,999,999,999,999,999,999,39.71662538,999,999,20.16792823,999,28.23122124,999,999,999,40.43291203,15.5618906,999,999,19.16372585,24.14248456,999,999,999,999,999,999,999,999,19.31814483,29.69000301,999,35.86450107,999,999,21.8611663,25.89983166,999,999,999,999,999,999,999,999,999,999,999,21.87462485,28.23129517,41.98011709,999,41.12570334,28.88877167,999,999,999,999,27.10621905,999,999,999,999,999,999,25.25821846,999,999,999,23.11946058,31.52632738,999,999,999,24.49119602,42.03446122,999,23.67022426,999,999,34.95818161,999,21.11098539
NTC37,1ul,999,999,999,39.62109625,15.57648954,999,24.84989727,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24.0301273,999,999,31.47546782,999,999,999,999,15.76277254,999,999,18.91220335,999,999,999,999,999,39.21184108,999,999,999,20.35504006,23.59213546,999,43.68658068,999,999,23.18656564,25.37941965,999,999,999,999,999,999,999,999,999,999,999,19.46303721,30.04224396,39.55628722,999,20.07197664,31.47140622,999,999,999,999,27.33086999,999,999,999,999,999,999,999,20.87894103,33.17617484,999,999,999,999,999,999,24.39151618,999,999,23.87221321,999,999,999,999,999
NTC38,1ul,999,999,999,37.8791986,15.67828866,999,26.07330778,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,36.46110569,999,999,999,35.29136465,15.94221971,999,999,25.91913712,999,999,999,999,999,24.5746123,999,999,999,20.21826939,999,999,38.97713147,999,999,999,27.34804365,999,999,999,999,999,999,999,999,999,24.40286895,999,18.31882046,28.67540938,999,27.78159853,999,33.36522384,36.57555618,999,999,999,999,999,999,999,999,999,999,33.17706605,999,999,999,999,999,999,999,999,23.31217904,999,999,23.93065434,999,999,999,999,999
NTC39,1ul,999,999,999,38.2442445,15.08331913,999,25.33612878,29.31516586,999,999,999,999,999,999,999,29.49307979,999,999,999,999,999,999,25.04927374,999,999,21.61126153,999,999,37.92047999,15.36715447,999,999,18.32986391,999,999,999,999,21.21819207,999,39.49340522,999,999,19.03946213,21.38435105,999,31.3199913,999,37.03074943,26.15454724,26.16846626,999,999,999,999,999,21.31430656,999,999,999,999,999,21.32562781,26.29806499,999,999,38.74487132,21.79251337,42.50142975,999,999,999,43.09354608,999,26.87476376,999,42.64673467,999,999,999,999,999,999,999,27.95667825,999,999,999,23.46094954,40.6741979,21.21593127,22.86646467,999,999,999,999,999
NTC40,1ul,999,999,999,999,15.76906456,999,27.04843448,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,19.46259812,999,999,999,999,999,999,15.92082683,999,999,18.56132873,999,999,999,999,999,999,999,999,999,18.76598991,25.5251259,999,999,999,999,22.15920815,25.64186238,999,999,999,999,999,21.7063644,999,999,999,999,999,21.80918117,31.94416123,999,999,999,30.17467187,30.01735707,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,27.7659537,999,999,43.62834151,24.38199293,999,21.80919856,24.87801231,999,999,999,999,999
NTC41,1ul,999,999,999,999,15.82342276,999,24.98832995,33.78073956,999,999,999,999,999,999,999,25.12889086,999,999,999,999,999,999,37.85167009,999,21.8463874,999,999,999,999,15.90156213,999,999,18.34862879,999,999,999,999,999,999,999,999,999,20.64135986,999,999,40.58282993,999,999,999,25.97620809,999,999,999,999,39.07314714,25.61484315,999,999,999,999,999,21.73868773,21.59393789,999,999,999,36.07949868,39.72441675,999,999,999,999,999,999,999,999,29.98905142,41.5188007,999,999,43.27207738,999,35.33529942,40.41231155,999,999,999,22.70087105,41.00839688,999,24.51050024,999,999,999,999,999
NTC42,1ul,33.24291508,999,999,999,16.4116678,999,26.0827194,32.80581829,999,999,999,999,999,999,999,999,999,999,999,21.06008611,999,999,999,999,27.93811932,999,999,999,999,16.208673,999,999,20.61346271,999,999,999,999,999,43.64877978,999,999,999,19.55779776,26.79497173,999,42.88109694,999,999,999,26.0733819,999,999,999,999,999,999,999,30.73831116,999,21.10138687,999,19.36698452,30.59897441,999,999,999,31.2519682,999,999,999,35.51631784,43.99144636,999,999,999,999,999,999,999,22.18609662,999,999,23.57025236,999,999,999,999,24.41547129,43.30463194,999,24.1167421,999,999,999,999,999
NTC43,1ul,26.04000705,999,999,999,15.55906206,999,26.0688928,26.74471232,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24.63617562,16.69949253,999,999,18.31023394,28.71800688,999,999,999,999,27.50081949,999,999,999,20.34300707,37.99895066,999,35.25815984,999,999,41.03372483,28.09670923,999,999,999,999,25.73437875,27.88180108,999,999,999,999,999,19.54232915,999,999,999,43.6766165,34.63288617,999,999,999,999,26.61753286,999,999,999,999,999,999,999,36.9604985,999,999,999,999,999,999,999,24.13335827,999,999,23.98756592,999,999,999,999,999
NTC44,1ul,999,999,999,999,15.93919213,999,26.29518265,28.37212657,999,999,999,999,999,999,999,999,999,999,999,999,999,999,21.99610415,999,999,999,999,999,999,16.94858372,999,999,31.92565075,999,999,999,999,999,999,999,999,999,21.53640251,999,999,38.79253356,999,999,999,26.50006812,999,999,999,36.37130736,999,999,999,999,999,999,999,20.61305311,26.97356157,999,999,999,27.34776095,999,999,999,999,999,999,999,999,999,999,999,999,36.16370651,29.07633615,999,999,999,999,999,999,24.92311767,999,999,23.69031816,999,999,999,999,999
NTC45,1ul,999,999,999,999,16.1963013,999,26.74430831,31.42924925,999,999,22.82255969,999,999,999,999,38.9749659,999,999,999,999,999,999,999,999,999,999,999,999,999,17.86027185,999,999,20.84375002,999,999,999,999,999,999,999,999,999,19.54942216,26.20941188,999,999,999,999,21.38834369,27.99588905,999,999,999,999,999,999,999,999,999,999,999,20.47756501,27.19137503,999,999,20.91547486,29.17170954,999,999,999,999,26.90620525,999,999,999,999,999,999,999,999,999,22.60106702,999,999,999,999,999,24.04164552,999,999,25.02041756,999,999,29.69486997,999,999
NTC46,1ul,999,999,999,999,16.28306452,999,25.72286416,35.66661843,999,999,999,999,999,999,999,999,999,999,999,999,999,999,20.36931797,999,999,999,999,999,999,17.25957839,999,999,20.05299584,999,999,999,38.35162112,999,999,999,999,999,21.22664313,999,999,999,999,34.92561484,999,999,999,999,999,999,999,999,999,31.45689539,999,999,999,23.09618323,41.93593822,999,999,999,34.51453875,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24.91334101,999,999,25.00073093,999,999,999,999,999
NTC47,1ul,999,999,999,999,16.33313858,999,28.1989937,35.81813498,999,999,999,999,999,999,999,999,999,999,999,37.84692702,999,999,999,999,999,999,999,999,999,16.72179918,999,999,26.97912288,999,999,999,999,999,999,999,999,999,21.82670794,999,999,999,999,999,25.1246284,21.60662177,999,999,999,999,999,21.47504108,999,999,999,999,999,20.14706682,999,999,999,41.70460892,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23.66403724,999,999,999,999,25.64268359,999,32.41873505,24.13702728,999,999,999,999,999
NTC48,1ul,999,999,999,999,16.23291043,999,27.30961207,999,999,999,21.88908345,999,999,999,999,31.15650232,999,999,999,999,999,999,999,999,36.21740636,999,999,999,999,17.48811271,999,999,20.73282302,37.07061354,999,999,999,999,999,999,999,999,21.05635644,27.7089699,999,999,999,999,25.56720756,26.28926661,999,999,999,999,999,999,999,999,999,999,999,20.27735549,42.54122332,999,999,999,33.16190419,999,999,999,21.49684711,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24.86174595,999,999,24.48370423,999,999,999,999,999
NTC49,1ul,999,999,999,999,16.01341695,999,26.0925743,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,21.21405051,999,999,999,34.30645655,999,999,16.66859233,999,999,27.00156149,999,999,999,999,999,21.16405816,999,999,999,20.22096185,999,999,37.04882042,999,42.75988054,999,25.47149748,999,999,999,999,999,27.68749974,999,999,999,999,999,22.25526086,33.84177843,999,999,999,33.71204861,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,21.70288706,26.4123262,999,999,999,23.62935977,999,999,24.37886003,999,999,999,999,999
NTC50,1ul,999,999,999,999,16.33047164,999,26.94876424,999,999,31.95719077,999,999,999,25.50112206,999,999,999,999,999,999,999,999,999,999,43.57526025,999,999,999,999,16.68158883,999,999,21.17666005,999,999,999,999,999,999,20.86042817,999,999,20.83164044,999,999,999,999,999,37.30718371,27.86898684,999,999,999,999,999,21.6508167,999,999,999,999,999,22.78835908,26.65533266,26.50710394,999,27.26128109,31.76620392,32.22725507,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25.00481772,999,999,24.89192233,999,999,999,999,999
NTC51,1ul,26.61210481,999,999,999,16.24135202,999,29.25178045,25.07566037,999,999,999,999,23.33153014,999,999,999,25.89555526,999,999,999,999,999,999,999,999,999,40.79054295,999,20.40664741,17.87907834,999,999,33.0549391,26.45164594,999,999,999,999,999,999,26.61997019,999,18.36654308,999,999,39.75054804,999,999,24.23194403,26.81606609,999,999,999,999,23.38677157,999,30.51151016,999,999,999,999,21.90260145,40.13779429,999,999,999,31.50067736,30.52581829,999,999,999,999,999,999,999,999,999,999,999,20.81860277,41.12538613,999,999,999,999,999,999,25.01193545,999,999,24.2051553,999,999,999,999,999
NTC52,1ul,999,999,999,999,16.19031625,40.59335894,26.04901869,36.72612391,999,999,999,999,999,999,999,999,999,999,999,39.57622609,999,999,999,999,999,999,999,999,999,16.79874441,999,999,20.07307597,32.70358431,999,999,34.49613573,999,999,999,999,999,23.12808994,999,999,41.66445696,29.34650634,999,999,29.17541131,999,999,999,999,26.66179634,999,999,999,999,27.32987022,999,21.27172224,999,999,999,999,40.61789027,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,20.96386143,999,999,25.21471074,999,999,26.16197773,999,999,999,999,999
NTC53,1ul,26.65386008,999,999,999,16.16926513,999,25.26639691,24.74242669,999,999,999,999,999,999,999,999,25.44887629,999,999,999,999,999,999,999,27.03664879,999,999,999,999,17.48653353,26.78705639,999,23.84968397,999,999,999,999,999,999,999,26.76152193,999,19.34848554,999,42.45246567,999,999,999,999,28.60452962,999,999,999,999,21.54104421,24.86408526,999,26.31235513,999,999,999,21.27318933,29.57792318,999,999,26.30752922,31.53839335,29.05503951,999,999,999,999,999,999,999,999,999,999,25.11470853,999,999,999,999,999,999,999,999,23.06031961,999,999,24.42617135,999,999,999,999,999
NTC54,1ul,23.23752704,999,999,36.15347562,16.98376541,999,27.3321211,22.78586747,999,999,999,999,26.91562273,999,999,999,24.6959389,25.52895813,999,999,999,999,20.58327471,999,19.74811583,999,999,999,999,17.51184393,25.73394808,999,19.31949439,999,999,999,999,999,999,999,21.20082429,26.92164135,19.87518865,999,999,999,999,999,23.33195316,28.64375496,999,999,999,999,20.6841009,999,999,999,999,999,999,23.95145449,26.6236127,26.83202763,999,26.17758336,26.75322362,999,999,999,999,25.60719388,999,999,999,999,999,24.82610557,25.36896036,999,999,999,999,999,999,999,999,22.0092172,999,27.03916209,24.42351647,999,999,999,999,999
NTC55,10ul,999,999,36.53581958,27.58373131,14.34692089,999,23.11189352,42.87616983,999,21.8033448,22.75441233,999,999,43.5551067,999,26.58642312,40.11850353,999,999,23.34597313,999,999,20.94654579,999,26.45924832,34.11670197,999,999,29.0506195,13.19280975,999,999,17.023728,25.33512032,999,999,27.4474433,21.77696599,999,22.31551682,999,30.13208694,18.89366272,22.69065298,33.44752018,26.94514135,999,40.87542035,23.95155543,25.05522279,999,999,21.44566393,35.45959366,23.91983508,21.4016321,999,999,999,22.30686591,999,16.95998518,21.70542522,33.99864437,27.87497968,27.11582792,20.87112386,31.3905247,24.43940923,999,27.67492859,24.32433509,999,999,999,23.03669055,999,999,20.41194863,19.81388448,999,38.79489134,20.31234927,999,999,999,999,19.24045359,999,21.71305912,22.27801754,999,999,999,999,22.48683027
NTC56,10ul,24.01923663,999,27.42323687,27.39311694,14.12544183,999,23.1680228,21.3155957,999,999,21.27515226,999,22.39147324,999,26.59150795,21.68342337,20.65361822,999,999,27.9734205,24.2383303,26.45453009,20.90349455,999,21.02056343,999,29.51103419,999,21.17907065,12.83975963,999,999,16.35942032,25.79527303,999,999,29.49888719,19.95822969,999,30.74515255,999,36.69769122,20.42419568,29.93837539,999,25.68969566,999,36.10620862,21.39140335,21.75921511,999,999,21.56594728,38.71283965,17.17424923,999,999,21.12202196,999,999,999,17.01520037,23.23311853,35.54599923,42.66852084,40.61305202,21.45761685,33.64215352,999,999,36.29031718,24.295324,999,39.53183518,999,999,21.95921477,19.82946607,22.30192027,21.24332271,999,21.98682182,19.35911278,27.89264207,999,999,23.96263453,20.00363485,999,999,21.52146364,999,999,999,999,22.21132295
NTC57,10ul,999,999,40.91992769,27.19803782,14.11281921,999,22.99196261,21.46996486,999,22.9854684,21.10344122,25.89203457,999,999,999,23.39868681,37.30436515,999,999,26.46235077,999,999,19.39325417,999,23.73765913,39.82863114,999,999,21.89581823,12.87694978,999,999,16.96295741,23.59091876,999,24.93420377,33.98965135,21.15983536,41.06831868,999,999,38.42178998,19.68940465,26.69970757,999,26.95378493,999,42.69139077,21.03719002,25.05713039,999,999,20.8703348,999,999,23.60318529,999,999,22.39796871,43.78546099,999,16.74307146,22.90858853,26.03027652,999,22.74531487,20.99351109,34.92649179,999,999,999,25.50136462,40.02205607,40.07841728,43.54640254,999,999,999,24.71655382,19.16224184,32.03290444,37.66501434,19.50304209,999,999,999,999,19.93039391,999,26.33111244,22.87590038,29.35594015,999,999,999,21.97273857
NTC58,10ul,22.908377,999,999,29.46409182,14.05040359,999,23.91955408,33.83842133,999,40.04034257,23.1675569,999,25.59084145,999,24.2799564,23.36523879,999,999,999,22.0552087,999,999,19.62699172,999,23.4323044,26.531261,26.80919742,999,21.66082069,12.9980424,39.37100211,999,16.40995183,24.45876352,999,999,28.78127075,20.47250898,999,42.44110417,22.83804386,37.64407131,19.12573991,26.99063579,999,32.24865862,29.75395743,23.56016044,22.43045655,25.45516914,999,999,22.01947038,999,999,21.38363593,999,999,999,999,999,17.10523674,24.13905513,40.11565874,23.73413627,22.29697425,23.27931087,32.21333708,999,999,24.25459317,24.60063071,999,999,999,41.90997787,999,999,21.24835359,20.2757964,999,999,19.97632996,28.36296348,999,999,999,20.42957871,999,999,22.66793402,33.9061867,999,999,999,23.49001037
NTC59,10ul,999,999,21.89259008,26.10121435,13.6748903,999,22.603239,29.95017217,999,22.84007759,21.52417452,999,999,999,999,21.85213834,999,999,999,31.29642045,999,23.529431,18.34816604,999,28.73943442,999,999,999,20.88536873,12.68002717,999,999,16.81340375,25.5514237,999,999,28.84028936,19.79601984,41.84786674,39.55609879,999,20.99895991,18.96005662,22.7666854,999,25.80208584,28.2570436,27.82543104,20.59944708,21.57421286,999,999,20.70378295,999,999,42.14682896,33.80256851,41.89221952,999,21.99403761,999,16.48840198,20.57572293,30.41011031,28.66519476,22.42681262,20.60651554,35.37425541,999,999,22.24701454,25.55370417,999,24.34619224,35.31135734,999,999,999,38.79602762,19.27237069,23.84345426,23.52360342,20.19974684,28.04483607,999,999,29.24481942,19.13877157,999,31.76144457,21.4270343,999,999,41.85995046,39.17384708,23.91911842
NTC60,10ul,13.21616718,21.62849076,19.8883391,24.19614755,13.376239,20.54224687,21.43218879,12.46926192,999,19.9689237,20.1987212,999,15.22519787,19.15072394,21.26064425,24.97441769,13.94689224,16.68444958,999,34.02004251,999,22.3292171,20.60243296,999,13.93967749,23.93375999,21.25038218,26.3830151,18.25884502,13.13349967,15.5282585,21.87472553,16.87515927,23.05226529,22.05266371,21.88821129,24.68505993,18.3329036,999,20.96958968,15.54146385,15.88767726,15.40007859,23.90422466,999,26.80743639,21.07455997,35.45596502,21.37096493,17.01613582,999,19.29618174,20.86325339,21.91024555,8.915604945,43.05082358,999,15.00588469,20.19992915,21.91096306,999,17.19718293,19.49179037,22.90561752,28.64265987,16.23452187,19.37375724,33.54714261,20.81663015,999,23.47823559,18.96032234,43.10793164,30.26858064,20.41213638,23.43155367,16.10750379,14.00691798,15.01406448,20.19035516,21.11300486,20.26798741,19.95879083,25.13725508,999,999,999,20.39642375,17.67824227,15.81958013,21.06014526,999,22.85962211,25.9190615,999,27.23341153
NTC61,10ul,999,999,41.50112032,31.90938643,14.18832231,999,23.19172544,33.42376132,999,22.14320257,22.44355863,999,999,999,999,22.32723989,999,999,999,33.28332609,999,21.72687715,19.17282288,43.50610442,22.2031025,999,999,999,22.49284673,13.15568369,999,999,16.77724275,27.05188507,999,999,24.31577675,19.63495984,38.51187016,36.44846321,999,22.32290938,19.5770771,26.04370289,999,30.54143857,41.3240219,42.79457042,20.85133082,25.14554101,999,999,21.31424971,39.99331293,999,27.30652791,999,999,999,999,999,16.73713303,21.42479098,21.9240128,28.23010104,32.29944938,22.72761509,29.19478848,999,999,23.67071909,24.61338463,999,999,39.33764336,27.27194239,999,999,21.66266799,21.20303684,999,43.70687977,19.67686665,27.75260265,999,999,999,20.44102567,999,42.1688303,22.48016263,29.59197241,999,38.39402147,27.46523021,23.1013279
NTC62,10ul,999,999,37.97560121,30.22395405,14.10135505,999,23.01067313,31.33801078,24.13221234,999,20.95335349,999,999,999,999,22.70385843,999,999,999,36.11027332,999,25.20875415,19.48321246,999,27.70778299,27.4937724,22.99624774,999,22.71893497,12.88671349,999,999,16.94067238,27.56189953,999,999,35.58468921,21.06780939,23.19418415,24.09173619,41.7600043,22.70506576,19.58423567,27.45488809,999,26.0815473,999,34.94946133,27.37524953,25.39890453,999,999,21.58633336,999,999,23.78557222,999,42.92627344,999,22.81275821,999,16.77466219,22.58875399,40.29993412,28.14614532,20.3510881,26.76071804,28.30395002,999,999,31.99887852,25.82866555,22.80898994,43.77213558,33.14333791,28.32383173,999,30.39006974,21.03896201,20.04617579,999,43.98518663,19.90590573,27.73308014,999,999,999,19.39219255,999,21.89886394,21.92285628,27.71968704,999,999,999,25.0189933
NTC63,10ul,999,999,999,999,14.39709148,999,25.32049346,23.06694618,999,24.83651418,25.26922917,999,999,999,999,24.44600746,999,999,999,27.75180985,999,999,20.87078093,999,23.94342817,999,38.05447343,999,22.59250489,13.53371589,999,999,17.08978604,30.33890704,999,999,34.77449218,20.97323975,999,22.86051055,999,22.43904034,19.72634218,26.6350906,999,31.50762747,999,999,22.38253614,25.54711696,999,999,24.38480532,999,999,22.7219463,22.91795893,31.51968842,999,22.89052919,999,17.67523453,22.60727528,27.26697934,999,22.94703106,21.94071768,999,999,999,23.53591131,23.07970581,999,40.90478809,999,22.53441931,22.74625788,23.98718596,22.55429451,20.56120865,999,37.93000275,19.63511871,30.98384801,999,999,999,19.64576864,999,25.10566091,26.16873609,999,999,999,999,24.17181363
NTC64,10ul,26.93028221,999,999,39.35631072,14.43380874,999,23.92680544,36.73246807,38.12352741,23.30805326,22.20067757,999,999,24.43739906,999,23.37845953,999,999,999,38.80502423,999,999,20.27999477,999,30.26104617,999,23.17554002,999,21.88339135,13.51755947,27.65051559,999,17.38314664,999,999,999,33.67145533,22.21214071,999,37.19478929,999,23.0277545,20.58079401,23.31230636,999,25.08204358,999,26.00313997,22.89315627,25.21570983,999,999,22.50398757,999,21.71484302,22.42475342,999,35.46546003,999,24.81759121,999,17.65480584,23.65873447,999,22.21302261,23.1023324,21.41600669,43.94769378,999,999,42.82103205,24.50605124,999,999,999,999,999,999,20.61280198,21.21256148,999,999,19.31770921,999,999,999,999,20.45645177,999,999,23.47806839,999,999,999,999,23.98974258
NTC65,10ul,999,999,999,999,14.21532162,999,24.74083698,42.22209801,999,23.5284512,21.2823723,999,999,999,999,24.2647611,999,999,999,25.74165997,999,22.32313087,20.2222819,999,32.9856637,999,999,999,21.25864163,13.30872422,999,39.74846196,16.95620044,27.85832726,999,999,22.2360428,21.25490333,999,23.05911696,999,23.09303727,21.05738039,27.41559613,999,26.62407641,999,24.96093745,21.79989814,25.0332692,999,999,24.36050409,999,999,999,999,999,999,26.05560335,999,17.57215306,34.75488248,22.40715795,27.39948123,23.03891864,20.9277284,37.09334632,999,999,22.15280158,24.16296119,26.99527124,35.86130223,999,28.03499319,999,23.1220279,22.82693032,21.86763438,999,999,19.15769378,37.22643888,999,999,999,20.54360624,999,999,23.26962789,999,999,999,999,22.67089928
NTC66,10ul,22.55285994,999,999,23.42963988,14.05976551,999,23.29977083,20.96750021,22.73618732,32.38113357,23.97266242,25.37832367,25.50611503,999,999,23.79993088,21.70395681,999,999,36.65093025,999,999,19.97143205,999,23.04214261,999,999,999,24.09230641,13.12412535,23.1212503,999,17.08096008,26.22231109,999,22.15156526,31.38504439,19.93013743,999,28.08195226,999,23.44452135,19.73622599,33.07465338,999,26.45629775,999,999,23.44411694,22.78189244,999,999,22.0640693,999,17.76826405,999,999,999,999,23.37349722,999,17.52981375,23.92860958,26.21151969,43.23922321,24.53454814,23.33556169,999,999,999,999,22.66402055,999,23.19411548,999,999,999,22.34009469,21.44132139,21.34653796,999,999,19.79935676,27.3834181,999,999,999,20.83454738,22.59824048,20.77751594,24.93049448,999,999,999,999,22.54893645
NTC67,10ul,999,999,22.6295365,999,14.17058821,999,24.29806629,36.83034968,999,999,27.7291264,999,26.23631564,999,999,23.70630384,999,999,999,35.86025426,33.34232768,999,19.53284519,999,22.34337263,28.01026395,999,999,22.79393561,13.23033972,42.85305627,999,17.42317393,24.09460005,999,23.68242103,23.42550894,21.1872806,40.83484661,26.58431611,999,39.61077712,20.65674324,28.57238242,999,25.90175656,999,999,22.28306212,24.76436401,999,999,22.38824592,999,999,999,999,999,999,999,999,17.61810068,22.83287698,999,999,33.854976,22.57651784,39.60206036,999,999,27.2722115,23.75326984,999,999,999,999,999,999,21.78480831,21.54230378,999,38.90995291,19.3965569,39.22317392,999,999,24.48601896,20.83547143,999,999,25.08831096,37.73804887,999,999,999,24.03941714
NTC68,10ul,999,999,999,999,14.16552916,999,25.05212037,42.50676993,999,21.5779382,22.55721134,999,999,999,999,24.84007181,999,999,999,24.40414522,999,27.50092064,21.4406035,999,23.89796297,999,999,999,21.38109432,13.11635199,999,999,17.08359889,27.96389483,999,23.66713072,32.07416997,20.74892263,42.3978868,40.1223409,999,25.24846711,20.47429786,28.96489877,999,32.90263605,999,26.6360427,21.62679151,23.44493525,999,999,22.79960701,25.95090676,21.71449476,999,999,23.18749029,999,999,999,17.22572215,23.70160336,999,27.3777872,23.90146158,22.05289102,30.2544305,30.47093735,999,22.86574752,24.7719782,999,24.27671617,999,999,999,999,27.42141238,20.14660792,999,999,19.66444562,26.57616538,999,999,43.17399591,20.02283502,999,999,24.81297216,999,999,999,999,22.4840452
