sample_id,vol_input,ACTB,CAPN6,HSD3B1,PSG7,S100A8,PKHD1L1,TBC1D15,RGS18,HAL,BPI,KRT8,CD180,OAZ1,CGA,HSPB8,VGLL1,S100A9,APLF,DGCR14,AVPR1A,ITIH2,CD24,MPO,ENAH,GAPDH,CGB,LGALS14,ANXA3,S100P,CPVL,DAPP1,TFIP11,KNG1,CEACAM6,NFATC1,SAMD9,CYP3A7,CSH1,PAPPA,CAMP,RAB27B,MMD,MOB1B,VCAN,OTC,CEACAM8,NFATC2,DCX ,FSTL3,CSH2,PLAC1,DEFA4,RAP1GAP,KLF9,PPBP,FABP1,SERPINA7,DEFA3,CNOT7,FRZB,SLC2A2,CSHL1,PLAC4,LTF,FAM212B-AS1,P2RY12,RPL23AP7,FGA,SLC4A1,ELANE,CD2,GNAZ,ADAM12,GH2,PSG1,MMP8,LYPLAL1,RAB11A,MAP3K7CL,FGB,ARG1,HMGB3,CD5,MEF2C,ALPP,HSD17B1,PSG4,PGLYRP1,FRMD4B,CLCN3,POLE2,SLC38A4,EPB42,HMGN2,CD160,PTGER3
NTC69,10ul,15.59933187,26.84590063,25.45396211,24.97431984,14.37098755,23.16241872,23.96161275,15.99274137,999,24.11732486,22.82615564,999,17.19111868,23.68572285,999,24.46311981,18.42089768,20.50728384,999,22.14860822,999,27.62459212,20.35175699,999,16.63761296,25.938512,26.70186256,999,22.45515194,13.50358482,19.81692901,999,17.75266272,28.63112863,26.5650865,24.02281756,23.79764219,23.84031489,999,24.42243356,19.07860595,18.1892007,19.04984687,25.39338019,999,33.97916789,25.49255133,24.82250184,22.8920932,21.07913154,999,24.92651623,23.19753689,25.32103368,12.62180014,999,999,19.72717815,23.69153813,24.89724947,26.51139995,17.99682526,22.00915868,999,24.61683901,19.47217552,20.22305719,26.74078131,26.88975703,999,24.95691962,21.30000602,27.02942267,26.20877838,27.89996236,26.24863797,20.14299494,17.95704486,18.19058235,23.96190904,999,24.12170798,20.22523139,26.57982686,999,25.47850808,999,20.31914588,20.87764595,20.41683385,23.1992227,25.78825234,27.09874529,25.28573525,999,25.23346711
NTC70,10ul,999,999,23.05179773,999,14.34557785,999,24.4194191,999,999,999,21.02686951,999,999,999,999,22.92964598,999,999,999,23.18117409,999,999,19.78863587,999,26.20962861,999,28.90727538,999,21.16174334,13.2253365,999,999,17.61328819,26.34632103,999,999,20.73111255,21.05001202,999,21.68213196,999,24.04919751,19.94674202,23.25206195,999,26.99384043,999,23.98207637,21.80870672,23.29520062,999,999,23.56291087,999,999,999,999,999,999,999,999,17.08553531,21.99537263,999,999,23.213382,22.54188391,24.88005802,999,999,26.22484834,24.24155877,999,23.78460471,22.70673919,999,999,22.18423693,23.30897162,20.23445163,999,999,20.12947483,999,999,999,999,20.41724487,999,24.17941519,24.50529669,999,999,999,999,26.47548156
NTC71,10ul,999,999,999,999,14.29795037,999,23.04470713,36.89525732,999,23.94432964,21.79876583,999,999,999,999,24.33946962,999,999,999,25.82679345,999,22.58832081,21.01127876,999,26.3596815,999,999,999,23.24781939,13.28602693,999,999,17.85457355,999,999,999,22.10083551,20.72097059,999,24.61012376,999,23.42135317,19.96113379,32.2026111,999,26.7448974,22.41701114,999,23.42289066,25.62223718,999,999,22.87121704,999,22.12988794,23.78555324,999,999,999,26.19079626,999,17.41519152,24.47927713,33.14632076,23.75656891,23.3147933,21.24867665,24.65657784,999,999,999,25.59493553,999,999,999,24.14478351,999,999,26.28258232,20.78554814,23.79895751,999,20.6749585,25.77112569,999,999,999,20.30389159,999,999,25.75129847,34.73697495,999,999,999,24.61927526
NTC72,10ul,21.36151571,999,999,999,14.3284101,999,24.24159455,21.16293395,999,999,23.96996871,999,22.33462389,999,999,23.44158862,999,22.57027104,999,36.9333699,999,999,19.44886403,999,27.81186959,26.10888835,999,999,21.87987837,13.34105277,999,999,16.93309461,26.31687631,999,999,42.18446613,23.03104857,42.2132338,27.60632488,22.48122206,22.26374561,20.03457968,26.22030258,999,27.42030106,999,24.81058028,23.58138437,25.25471983,999,999,22.20250616,999,17.46899979,22.30939165,999,40.36926898,999,999,999,17.63050668,28.52291654,35.19976195,24.19837113,27.38197565,22.705052,34.4168554,27.95622689,999,22.99810786,24.68174265,999,999,999,999,999,21.88057684,21.26111144,21.16564514,999,23.28035197,19.79664972,26.84874587,999,999,999,20.28320914,999,999,22.49220039,999,999,999,999,23.48930672
NTC73,10ul,999,999,21.76829975,999,14.28411905,999,24.40291625,21.71839463,999,23.77756743,22.18715572,999,999,999,999,24.32419175,22.5208933,999,999,23.19806706,999,999,19.21973248,999,23.6519762,999,999,999,31.66626625,13.22705276,999,999,17.50264525,25.11361992,999,24.05040921,27.26652127,21.74831252,41.6587657,999,21.96452199,20.89718972,19.99110102,31.33969194,999,26.74983592,999,24.87106612,20.73711199,25.21699588,999,33.16333241,21.57231638,999,22.15814935,999,999,999,999,999,999,17.69875023,22.16852373,999,999,23.29526441,21.13598931,41.06810586,999,999,999,24.95066983,999,999,999,999,22.92897972,23.17016638,38.40435258,22.12012226,999,40.32888148,19.82169504,26.82118554,999,999,999,20.09462459,999,21.77735767,25.7517022,999,999,999,999,29.22397333
NTC74,10ul,9.51411996,999,21.74407438,21.74678683,12.0320214,15.7973035,18.68766406,10.35304597,19.99746277,18.70550146,20.72074286,18.58462738,11.09215801,19.11355423,999,22.57231295,11.57284604,13.5171684,20.35498958,18.73460444,999,20.45764714,18.99301357,21.55536679,11.02316045,27.45138642,27.31840032,23.93591537,18.28070947,13.40085891,12.37024536,19.85513559,17.42154996,22.17796912,18.17812731,17.37719131,35.8999154,20.68531685,22.85995447,21.65318711,12.01939008,11.40524008,12.61439445,15.75254552,999,24.07764209,18.12906051,999,21.74866772,19.76256122,999,18.84166411,24.49263319,18.96334273,6.448975178,999,999,14.41217454,17.15795923,26.35223301,999,17.57544501,20.72612792,22.07222145,17.98076548,13.64236895,19.53079568,43.53034159,21.24185749,23.80924782,18.15121446,14.70650212,999,999,21.92490179,22.96098141,13.51479848,12.07912865,11.10654296,19.89398344,22.24363936,20.51988332,19.86351815,22.534796,999,999,999,20.20025517,15.91485644,14.02185494,18.17142303,999,999,20.86053771,22.31204148,21.21081541
NTC75,10ul,999,999,999,30.57757261,14.30269459,999,24.96955142,22.47731695,39.06633377,27.28535717,999,25.29574235,28.01045557,999,999,24.64369464,999,999,999,27.24875049,999,999,19.60350853,999,27.23636918,999,999,999,22.17145978,13.25672601,999,999,17.86031041,999,999,23.36905979,27.14419861,21.80599452,999,39.41450234,999,32.85376794,19.86732943,29.80991774,999,26.93403925,999,999,21.81612715,25.6852395,999,999,21.77131346,999,999,22.03986994,999,23.97883699,999,24.04788096,999,17.63810508,23.32978107,41.05133535,27.87652611,22.80962202,31.60454926,40.97798861,999,999,23.41899169,25.61750918,43.33757287,999,39.89612269,22.79598885,999,40.16076707,22.90733314,21.36583175,999,43.28022098,19.98604705,999,999,999,999,19.99673596,999,23.98887965,24.28534782,36.47273753,999,999,999,22.68233488
NTC76,10ul,16.51545667,999,999,23.25253637,14.31194904,999,24.66128309,17.49725613,999,23.7333568,27.04399355,999,18.16378289,999,999,23.32865526,19.90188199,999,999,24.14156957,999,999,19.68389869,999,17.76965638,999,999,999,22.38515379,13.38763278,20.06976315,999,17.12098804,28.06287254,999,999,38.85279186,20.51111805,999,23.00507902,19.19960701,18.56997139,18.94796402,24.39364883,999,25.38214128,999,999,25.73820946,22.22379285,999,999,23.6727211,999,12.9716356,27.93021808,999,21.69826242,999,26.46894204,999,17.66240957,26.12863906,32.25499399,25.50537827,20.20435445,21.27374021,999,999,999,22.80264687,22.04732447,999,25.36211274,999,999,21.75910223,21.43066207,18.21401051,21.14809821,999,32.35435381,20.64647227,999,999,999,999,20.98845703,23.95407899,21.08704544,24.49079565,29.32364477,999,999,999,24.82650365
NTC77,10ul,22.82793978,999,20.76606363,999,13.85899404,999,23.49005462,20.79467672,999,999,24.83559373,999,23.54708561,999,999,24.62916304,22.18812354,999,999,21.62729273,999,22.3876492,19.71077453,999,22.42334385,38.13372914,999,999,24.96497957,12.73674286,999,999,17.5204841,999,999,999,21.02869626,20.09074181,39.34688812,41.73831871,999,37.76369207,19.68891396,24.26733487,999,26.28662985,42.70151751,24.02448914,22.4386253,21.63748597,999,999,27.65616421,999,16.73555468,999,42.11337346,999,999,23.09010162,999,17.50549839,24.47175242,35.16455358,999,37.18025674,22.35823081,29.43760996,999,999,22.46700728,22.57181869,36.14365839,999,41.16267962,26.84764425,28.63375818,22.66376944,22.39100963,21.2661503,999,43.99677061,19.99338065,27.0628457,999,999,999,19.77108346,35.57347399,24.17990982,23.98360648,999,999,33.88268781,999,28.80387709
NTC78,10ul,23.25884078,999,22.98650853,999,14.51850796,999,25.08960093,22.61521999,999,999,22.8542319,40.81079259,23.09503977,999,999,24.3760923,21.91065353,999,999,24.73970986,999,22.87718656,22.22940945,999,21.52362931,999,999,999,22.07865979,13.43367541,999,999,17.6561504,24.43865469,999,999,22.30733013,22.19061995,999,999,23.96801695,41.65571512,19.53436984,31.71829126,999,27.22806665,999,35.09935753,23.3097558,25.28050414,999,999,24.10502948,999,17.84433126,22.91262845,999,22.36813275,999,24.18791979,999,17.77148157,23.36116272,33.77625884,23.86997911,22.46454796,32.8321023,43.72981789,999,999,23.73985889,25.15391533,999,999,999,999,999,21.13469714,24.47268814,20.80614561,999,999,20.17524884,27.63936943,999,999,999,20.7540192,999,22.96591971,23.66198416,999,999,27.08232857,27.29857415,22.89916887
NTC79,10ul,999,999,27.78792718,999,14.41669804,999,24.60892343,37.68168185,27.355736,999,21.69029285,42.8993733,999,999,999,23.97934326,999,999,999,25.22227369,999,24.86407855,18.78768013,999,22.98367885,999,999,999,21.52816696,13.32133039,999,999,17.57245328,23.71615018,999,999,27.99961618,20.86452097,999,27.50506457,999,42.67365314,19.64477977,29.53494022,999,26.73904215,999,24.33223901,20.84566626,25.88776155,999,999,21.65103807,999,22.03144175,22.03446513,999,999,999,25.27557422,999,17.69163833,24.24477544,33.86143971,27.54181523,22.39998056,21.86679249,36.25503159,999,999,22.87545548,23.89919003,999,28.77129913,999,999,999,999,21.7825404,20.98648985,999,23.92234481,20.25879583,37.2037879,999,999,27.41845875,20.69270917,999,22.52663319,24.59591618,999,999,40.10701725,999,999
NTC80,10ul,14.08621812,24.72991031,20.69592634,21.85755032,13.61984895,21.12878839,21.88160897,13.48462882,23.79470434,20.60200239,22.67996919,22.7184825,15.60213983,20.48650137,22.57032866,22.96531098,14.05556678,18.15239217,999,20.08857934,999,24.79550577,20.14710916,999,14.66001325,999,23.47222372,27.05386218,18.25117813,13.56997085,16.38009184,22.35207807,17.4018254,30.28859865,21.47024087,22.45673907,22.27327615,20.11792163,999,20.7235475,15.63775706,16.26190715,17.05948935,24.32048305,999,26.80831898,999,26.84827643,22.38515013,18.77398452,999,23.41694696,24.35230367,22.59728131,9.384004734,999,41.33887495,16.38723389,20.74092664,23.31436317,999,17.63226828,19.48647245,999,999,17.63498378,22.58567638,32.30635976,22.77851683,999,21.7231469,18.98650294,999,25.75505736,20.96619034,22.099897,17.24492833,15.5598771,15.50993343,21.73886826,999,26.30799433,20.70069545,26.85777414,25.28212798,24.2468524,999,20.49614418,18.48286442,17.13999826,21.02341675,999,999,22.49104669,22.45425851,23.0867805
NTC81,10ul,18.66366118,999,42.30869364,999,14.08511024,39.46212066,25.8308522,17.82456816,999,22.44015681,22.7375733,25.08600649,20.9599582,999,999,23.5998405,17.22301309,999,999,40.38263459,999,999,19.90817984,999,19.12188626,34.45510629,999,999,20.41727084,13.25845211,20.55946182,999,17.03475276,999,999,999,27.91348465,20.20362546,999,40.93159004,20.04143708,23.10028659,19.26238189,33.68540364,999,26.42781585,999,26.22242941,39.34178277,22.33722674,999,999,22.46293564,999,13.78141078,24.11214478,999,19.11212671,999,999,999,17.33071878,20.40075244,35.75818674,25.83758734,22.01647694,21.53522375,999,999,999,22.30188942,22.30550755,999,22.10961851,999,999,21.11428681,20.44084481,18.67736707,21.62589862,999,999,19.37281247,25.99124189,999,999,999,20.37540099,999,21.73344514,22.63493417,999,999,999,42.86605882,24.72036997
NTC82,10ul,18.2095948,999,999,999,13.67848538,999,24.06981561,17.72930762,999,23.37725982,21.39166489,999,20.15438901,26.51041844,23.97259601,22.23268369,16.48531681,20.29603176,999,27.55372926,999,39.99652446,19.42062183,999,18.96967729,41.1585555,999,30.19634885,21.55484138,12.85934766,21.61011864,999,16.38482659,999,999,999,35.18434141,20.40037809,999,22.22052307,22.78551611,20.53283142,18.96286719,31.1120557,999,25.15238009,999,36.25169145,22.07358775,22.18360852,999,999,22.7399851,27.43895591,13.58259835,21.79721675,37.53876266,17.40738153,999,23.76055267,999,17.10797536,21.66340931,21.47197474,26.49188447,21.39752492,20.99442027,42.37355413,999,999,22.90902367,22.07159871,999,39.80280895,999,999,20.43743863,19.61954863,19.20656065,21.18406154,24.02554469,38.0638394,19.54549062,25.89156534,999,999,999,20.21641486,26.63033809,20.86218459,25.1537183,28.24927579,999,34.76766467,42.92127209,24.16496562
NTC83,10ul,18.37109365,999,999,999,14.32889518,23.37031816,24.1794737,17.37384637,999,999,21.85814892,999,19.65007263,21.06474355,999,23.54006187,18.45199717,21.70171283,999,23.74427726,999,999,20.50405676,999,19.5342052,41.17495351,999,999,23.47434723,13.36131878,21.86580466,999,16.91846845,28.27430222,999,42.89998287,21.46260843,21.55560028,999,24.60526802,19.82866995,20.30210892,19.88815435,23.71457133,999,32.89795499,37.54688303,25.02801279,22.87379918,24.80434252,999,24.33078974,999,999,13.60535739,999,999,20.19843654,999,999,41.40704197,17.29759519,20.93318158,22.40001101,30.86444583,20.71179909,21.72743895,999,999,999,23.56176264,22.68976566,999,999,23.00027869,22.20476121,20.59183443,19.16196208,18.54260101,21.94758421,999,27.32230487,19.93000871,22.07519566,999,999,28.24527667,20.19158035,22.16734931,21.2516306,26.12883589,999,999,999,999,25.89411915
NTC84,10ul,19.26851392,999,24.50177511,999,14.76365754,999,25.5350459,17.97771512,23.13555189,23.9515866,23.85892474,999,20.75821245,22.613681,999,24.87632741,17.92852826,20.86120098,999,999,999,999,20.93369069,999,19.34150143,26.14388612,999,30.08797655,23.12100032,14.13035482,22.30098173,999,17.36613637,24.64329885,28.91858331,999,25.45585684,21.76460912,999,24.19421492,20.51159316,21.40377272,21.00922177,24.68681437,999,31.71723219,999,999,23.13018326,23.00097403,999,23.62960879,22.1106168,999,13.82149441,999,999,20.09365422,999,27.6665514,999,18.24882283,22.66128864,35.66888467,27.78625001,24.28543018,21.22685662,34.64399758,25.68949649,999,42.99106768,23.66977359,999,999,999,27.80922429,999,20.24114306,19.11698656,21.32890138,999,23.82559644,21.09731901,26.96022287,999,999,28.66220489,21.45799861,999,999,24.4992581,999,999,999,999,25.20185598
NTC85,10ul,999,999,38.6278091,999,14.39554611,999,26.04315633,22.01358659,999,27.38676991,39.50455806,999,999,999,999,23.54077834,999,999,999,23.56119788,999,999,19.73643608,999,23.79782049,999,999,999,24.18932004,13.44707628,999,999,16.84960956,29.55316105,999,21.94567679,34.22745949,21.65596892,22.51026042,22.45453266,999,22.67039825,20.54556509,33.47640126,999,26.00850039,999,41.82729114,22.92295944,25.78012988,999,999,22.08649001,999,999,24.08836097,999,23.92729104,999,26.13879747,999,17.7026342,23.49477024,24.60107264,26.14894429,22.28884027,22.99370557,999,999,999,21.81080155,25.20311299,999,37.40199729,999,999,999,999,32.99165885,21.88632895,999,33.14467941,20.02794742,26.43502773,999,999,999,20.32199289,999,38.63739426,25.79804899,999,999,43.96893426,35.57641975,23.02946325
NTC86,10ul,21.17106266,999,25.13276309,999,14.16665264,999,25.19294983,24.76725647,999,23.79121626,23.71114328,999,41.68586458,999,999,23.62507437,21.36733772,999,999,23.70844081,999,999,20.37411312,999,27.12783172,22.6983739,999,999,22.58737133,13.28816517,999,999,16.59618544,32.28829243,999,999,34.96254259,21.20633683,999,999,999,21.7982265,20.52162869,35.76412372,999,26.75608114,28.80659699,25.86618953,25.3569273,22.71038124,999,999,22.9486842,999,20.41849541,26.10016563,999,999,999,999,23.731203,17.46511555,22.31740465,38.89183484,38.02490466,30.29435766,21.45712483,37.20588763,999,999,26.92560853,23.54153157,999,999,999,999,22.92081084,999,22.03709353,20.24683788,999,999,19.32626794,999,999,999,999,19.90627361,999,22.49508503,25.79356506,999,999,21.71717296,999,23.46730094
NTC87,10ul,20.96484398,999,999,999,14.24081009,999,24.7737951,20.65851749,999,23.47194565,24.55005261,999,23.12496594,999,999,23.38325288,20.1655843,999,999,24.39260256,999,24.79931501,20.05346576,999,21.0867491,32.80156365,999,999,23.21798131,13.44831377,999,999,16.87449618,31.00458282,999,23.3505762,30.85597829,19.65977275,43.71272298,22.92024261,999,22.30778371,20.49046153,25.01633768,999,26.73884882,999,28.64372551,21.16562244,23.54201632,999,999,999,999,16.75256769,23.74054235,999,20.07844953,999,999,999,17.74059759,23.28035947,20.97573014,27.88944871,35.26300948,21.73377489,30.97542599,999,999,27.82028931,24.62351302,999,999,999,999,999,21.46781241,20.75078499,22.48677936,999,999,19.68433465,26.97280974,999,999,999,20.18462441,22.81369836,27.99749829,25.50785549,999,999,999,42.51140292,25.00589838
NTC88,10ul,19.14237681,999,999,999,14.1234392,999,23.90927252,19.32647092,40.32910572,25.34949163,24.21008429,999,21.25999924,22.79602794,999,23.03262245,20.36556657,999,999,38.78257846,999,999,20.1359495,999,20.29938169,999,999,999,21.45683716,13.51651463,22.87727266,999,17.01544758,27.15749869,999,22.583834,22.15383767,20.5414395,999,25.06318135,999,20.0737461,19.8133521,27.11777667,999,33.42778825,24.00919486,25.01498768,23.53365085,28.11966383,999,999,23.27732449,999,14.23396562,23.82819581,999,20.53073231,42.04413995,999,999,17.67027663,22.46364294,22.69956631,26.8589315,22.39644799,22.0344686,999,999,999,22.78114395,24.68260232,23.71158319,999,40.50142025,999,21.28533414,20.48174771,20.19492346,21.1964452,999,43.84832943,19.56675699,999,999,999,999,19.94633481,21.56800149,23.54578192,26.1729879,999,999,41.2276931,999,40.15348702
NTC89,10ul,12.25643147,22.20998409,20.40563603,19.3203843,12.47806781,18.82468478,21.55441553,11.40460937,22.04552815,21.14158715,20.2436955,20.04007193,13.59297871,17.47859821,22.59024458,23.48628725,12.82977716,15.90982772,22.53417963,21.46540944,999,25.37890137,19.41598737,22.02178978,13.04635545,26.70015424,19.26463166,30.03465174,16.81864809,13.53254153,14.82153188,21.456915,17.28245177,23.99972038,21.442844,18.79963932,36.29896017,19.90612472,23.34776669,20.78847911,15.11529108,14.43834893,15.29101626,18.36509824,26.78110635,23.62686038,19.75088416,24.22460269,23.06871882,15.75058559,999,19.97069496,23.16173931,21.75672187,8.249048194,21.92793843,999,15.42611829,18.47216008,24.98893373,999,17.21935522,17.71287848,22.05211566,22.64268235,15.17955606,18.58941179,24.07213554,22.53044712,25.10937301,20.56605338,17.8434039,23.66531489,22.75387899,18.92890273,24.61104727,15.45959894,13.76628342,13.27572635,21.20798706,22.83889345,20.42418343,19.56877997,23.26481937,23.15532478,23.87644937,22.70757118,19.78999007,17.09271151,15.78194007,20.43089929,999,22.35227431,21.34650363,22.12304274,22.42064783
NTC90,10ul,19.91927176,999,21.80608792,999,14.01693207,999,24.28294078,22.54943853,43.02549195,999,23.55071541,999,22.42346916,999,999,22.90738472,21.56468968,999,999,26.9127184,999,22.98939154,20.13872108,999,20.00335762,23.10904165,999,999,21.92958066,12.87754549,999,999,16.84084655,24.89818921,999,999,24.47688958,20.521095,35.77227694,35.34306785,23.77725339,22.94016516,19.37838936,33.40278448,999,32.22968656,27.60760368,36.03783677,22.57065296,25.72863626,999,40.27253631,22.29212369,999,16.05290366,22.70404868,999,21.48467229,42.01672424,24.55977684,999,17.03009549,21.60119967,22.53595904,25.60552714,21.66739062,22.18034663,37.46078715,999,38.43072315,32.07071853,23.75379755,999,999,999,999,22.28719901,32.75320319,20.92194444,22.01977568,999,26.43416274,19.12862171,24.88639085,999,999,999,19.78606311,999,23.87398596,24.72933999,30.1725778,999,999,999,26.27687704
NTC91,10ul,14.85627811,21.62210588,21.94489507,20.37911557,12.43277714,22.28365251,23.58440131,15.05494,999,18.82057876,21.17388214,22.80147278,16.76416809,18.35657417,23.13486989,24.31238158,12.66887072,19.36983155,999,22.85177525,999,24.19279788,19.2409227,999,15.44405549,999,20.15918735,25.95133691,17.71856308,13.33056249,17.98530525,999,16.54269926,22.29022044,23.16403587,21.68200497,40.09521634,19.7500333,22.95921986,19.30975565,17.4492322,18.67603865,17.80671608,29.17754467,999,21.37103758,24.05497782,35.03361822,22.42792604,16.5235321,999,18.94948943,24.65103922,43.69484515,11.12989054,23.22159079,999,13.87964364,21.8162464,999,999,17.22910382,17.10765111,21.74664489,25.81145444,18.88294453,19.61117207,999,23.21629317,999,24.01150225,22.68087804,24.46668797,21.57127682,19.64546194,22.97420902,18.2994793,16.69083241,16.80908562,21.13430815,21.5158266,20.73421662,19.77916683,26.03595114,999,999,999,19.74244953,20.11380125,19.31685584,22.2282709,25.16588748,23.84905147,999,999,43.39023898
NTC92,10ul,20.24745635,999,24.08758412,34.201099,14.37653033,26.77189833,24.71771193,19.71856299,999,22.43222159,25.26243373,22.99890618,22.13114619,24.94218964,999,23.76589764,18.51081123,25.35418581,41.48911973,999,999,28.04385545,19.84672542,999,21.11880765,999,999,999,22.20757803,13.79751936,23.14749802,999,17.23962384,24.49959357,999,999,23.90193282,23.26173368,999,25.23031128,24.02222293,23.48747524,19.86340351,26.14083128,999,30.61576242,999,37.97294923,21.97394708,24.54426676,999,23.53809133,22.52871221,999,16.23516863,999,23.48290832,18.61166734,26.66056356,26.6518189,999,17.9679259,22.34942727,23.51930168,28.07672838,22.63702571,22.17043853,35.77478698,999,999,21.85209537,23.83128579,999,999,999,27.38748006,25.29929647,22.23965677,20.86386429,22.43048841,999,22.76706504,19.72140355,25.83753004,999,999,999,20.6488221,25.5029375,24.70713816,26.55455776,999,999,999,999,999
NTC93,10ul,21.43512751,999,40.71311336,999,14.17510959,999,24.31822716,20.77223736,999,38.97402973,23.07064072,999,21.62807056,999,999,23.32609752,21.10272286,999,35.56462032,24.67388108,999,999,20.93801398,999,22.33476012,999,999,999,22.44419686,13.42163283,27.35827333,999,16.87993382,26.80652146,26.33331529,22.81313635,20.980983,21.36021845,999,25.47805286,999,21.87180359,20.48438695,27.5569342,999,26.97374632,999,23.81315832,21.60199024,22.35612266,999,999,22.79413721,999,16.08509282,26.9749959,999,23.15003251,999,999,999,17.79710792,24.57829829,27.76537297,28.14586951,20.37892131,23.11405123,999,999,999,41.02503518,23.92273332,999,40.89129989,40.65909754,999,26.28401274,22.17899086,20.71869098,20.92702153,999,999,19.63109023,27.94009089,999,999,999,19.95533934,999,22.92032832,26.32960206,999,999,999,37.55794179,26.48659025
NTC94,10ul,18.31780449,999,36.76699006,999,14.38401092,999,24.05498325,17.27108062,999,999,22.15956463,39.04483616,20.56614783,28.05910348,999,23.62135026,19.49482131,22.57159412,999,40.23234739,43.23805408,999,19.99537058,999,19.56245912,999,23.46084676,999,23.37480173,13.4762395,22.45177269,999,16.96270047,34.24628653,999,999,31.0778465,21.63731312,999,39.84792961,20.65229752,20.92137322,19.2012918,32.4908639,999,25.53167829,27.3872025,999,22.1123681,24.07647306,999,999,22.27481243,999,13.57176195,37.03118571,999,21.97202879,999,23.54855609,999,17.36614511,21.9039374,36.6208423,23.38267208,21.42139841,21.26358481,34.81302033,24.690981,999,23.4574869,24.16937983,999,33.84622402,22.55049952,23.17768465,20.83879843,20.48667159,18.72506021,21.63934238,999,41.74927637,20.06299688,27.39560843,999,999,999,20.72759325,999,21.56736859,23.78612478,999,999,999,999,27.82094997
NTC95,10ul,12.65615346,22.23900728,19.96487157,20.0959369,12.6568248,18.90437851,21.84911455,11.52186434,21.84546207,21.47296858,20.4685948,21.48963204,13.98236779,17.88822734,22.58716665,22.77570528,13.40777501,16.22954371,22.33178475,21.56803236,999,25.32418172,20.4218385,22.32187117,13.3558361,26.59559258,19.39261443,27.75338149,16.86083191,13.57835364,15.246666,22.5125542,16.79286989,24.171647,22.66989014,19.47884493,21.63393529,19.33963785,23.83746677,20.50029386,15.33405172,14.38818909,15.39289816,21.23259042,25.86771841,24.52514585,20.37696969,41.31105218,24.51917002,15.88435186,26.61766244,20.44375975,21.65025528,21.944755,8.478087184,21.77310309,26.878908,15.71142076,18.66989508,22.79157331,999,17.32744121,17.53981174,23.31272295,22.26411052,15.57152653,18.77427846,26.20631195,23.36811586,26.11425261,21.18541018,17.83048409,22.98993429,22.38481213,19.51232839,23.32049516,15.70192704,14.02672842,13.65464562,21.20971544,23.01590393,20.19656555,19.70948391,24.01827183,23.33579862,24.13929833,23.54966982,20.24697794,16.9784309,15.74730992,20.57853931,999,22.23521337,22.73624115,23.65220814,21.89672783
NTC96,10ul,18.58560437,999,999,999,13.92998654,999,23.90540991,18.16453849,43.94938558,42.93077944,22.25126307,999,22.59620561,999,39.18452843,24.08879792,17.85463498,999,999,42.57594408,999,999,19.42971605,999,19.90172948,999,999,999,22.04793003,12.99843219,21.45536514,999,16.32221825,27.473375,999,999,22.42347827,20.91395385,999,21.50748172,20.1147803,20.69996482,19.82897752,31.58992062,999,26.59253866,23.35803513,33.49178739,22.35115642,22.36525652,999,38.03820111,22.69516466,999,14.1030389,999,999,19.36259784,999,25.19458333,999,17.5965318,20.56769707,23.70971617,23.25353186,36.2358367,21.50805903,28.84068563,28.98137651,999,22.81542464,24.10767801,999,23.16616076,37.89341021,23.50091719,23.47773888,20.52241385,19.42082922,20.79448883,999,39.02443212,19.74459456,25.73773721,999,37.56762133,999,20.20639506,999,20.4613365,24.50036772,999,999,999,999,23.58520651
NTC97,10ul,22.44087209,999,999,999,14.60851725,999,25.60166163,22.32980575,999,23.07479602,24.62441351,999,22.83261598,21.59288504,28.10414179,23.51863413,20.97681885,999,999,38.99125226,999,28.45529515,19.96736477,999,22.4580648,999,999,999,21.83337341,13.5427619,999,999,17.11073921,30.96753068,999,999,22.65556772,20.94105592,999,24.39198229,21.52866657,23.62125089,20.46186803,22.00868215,999,25.24527662,999,26.7026889,24.30756144,26.70177429,999,999,22.56368055,27.57013425,19.38880704,27.06643236,999,21.90644644,999,23.31553421,999,18.11504534,29.40610296,999,28.36252453,30.89511716,21.38677849,34.91043216,999,999,22.70599419,24.66702848,30.95191127,41.54984662,999,23.5933315,999,999,20.82527634,20.12152368,999,999,19.46524556,999,999,999,999,19.87839014,999,24.03612191,25.99309208,999,999,999,999,22.4957859
NTC98,10ul,20.92312157,999,999,999,15.07224946,999,25.75263446,22.01713597,999,999,27.06507592,999,21.97180369,999,999,25.54542584,22.24136139,999,999,999,999,999,20.70966406,999,20.52934119,999,999,999,40.9632051,14.22359153,999,999,18.18329094,29.19808115,999,22.98459429,42.51294286,23.73937087,999,23.56355286,999,37.54986804,20.54204082,37.3784986,999,26.66214228,999,999,27.50471606,25.70514645,999,999,999,999,16.05359723,23.60217701,999,23.35564353,999,999,25.02831627,18.57605089,27.3257385,999,40.22401202,999,23.90546791,22.63910305,999,999,24.24748899,22.36099561,999,41.73677805,999,999,999,999,24.90473015,21.69525428,999,999,19.86150459,29.46673115,999,999,999,20.8597815,999,40.78951022,23.13289484,999,25.65529379,999,999,32.45306896
